id_aviso,titulo,zona_barrio,tipo,precio,expensas,superficie_total,superficie_cubierta,ambientes,dormitorios,banios,antiguedad,cochera,balcon,amenities,latitud,longitud,fecha_publicacion
A-866953,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,389.000,27671.0,44 m²,44.0,2 amb.,1.0,1.0,16,No,No,,-34.629589853444976,-58.454694182801774,24/03/2025
A-776992,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,$ 999999999,137551.0,35,35.0,1 amb.,1.0,1.0,13 años,Sí,Sí,,-34.59981346595757,-58.40041524637116,14/05/2024
A-260093,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,$ 251.724.977,,58 m²,,3 amb.,2.0,1.0,58,Sí,No,Pileta,-34.6214877931521,"-58,43251769041409",05/07/2024
A-539087,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,213.000,23593.0,22,22.0,2 amb.,1.0,1.0,10,No,No,,-34.62211772871032,-58.46638543177474,21/06/2024
A-565078,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,959.000,,48 m²,48.0,2 amb.,,1.0,8,Sí,Sí,Pileta,-34.54662262232969,-58.466691991350935,23/01/2025
A-152441,Departamento en alquiler en Villa Crespo - 4 ambientes,Villa Crespo,Departamento,USD 1.455,,81 m²,81.0,4,3.0,2.0,2,No,Sí,,-34.60340564395951,-58.413345192321046,20/02/2025
A-180486,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,1.110.000,11621400.0,50 m²,50.0,2,1.0,1.0,2,No,No,,-34.563931139104476,-58.46575356265319,28/04/2024
A-393033,Casa en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Casa,1.664.000,,97,97.0,3,2.0,,,Sí,No,Pileta,-34.55200926511573,-58.50536334963116,18/03/2025
A-230277,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,279.000,,23 m²,,1,1.0,1.0,7,No,Sí,,-34.62927179532697,-58.424219727547175,25/07/2025
A-287785,Casa en alquiler en Boedo - 3 ambientes,Boedo,Casa,1.210.000,,67,67.0,3 amb.,2.0,,0,No,Sí,Pileta,-34.63891936503333,-58.42586823470247,12/03/2024
A-801260,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,332.000,,29 m²,29.0,1,1.0,1.0,0,No,Sí,,"-34,60082009939782",-58.43312844473265,13/02/2025
A-950712,Departamento en alquiler en Boedo - 4 ambientes,Boedo,Departamento,992.000,,75,75.0,4,3.0,2.0,0,No,No,,-34.62134141233885,-58.40624075922996,15/05/2025
A-828808,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,495.000,29539.0,39 m²,39.0,2 amb.,,1.0,10,No,Sí,,-34.5949287964186,-58.408827605775876,24/08/2024
A-366782,Departamento en alquiler en Caballito - 6 ambientes, Caballito ,Departamento,2.293.000,237451.0,126 m²,126.0,6,5.0,3.0,17,No,Sí,,-34.63116675142751,-58.43897175406316,30/05/2024
A-567495,Departamento en alquiler en Flores - 4 ambientes,FLORES,Departamento,$ 1,143517.0,82 m²,,4 amb.,3.0,3.0,4,No,No,,-34.619758404554375,-58.4734921585631,02/08/2025
A-787810,Departamento en alquiler en Almagro - 3 ambientes,ALMAGRO,Departamento,882.000,,64,64.0,3 amb.,2.0,1.0,4,Sí,Sí,,"-34,61246274059067",-58.43407787870839,24/06/2024
A-368923,Departamento en alquiler en Almagro - 3 ambientes,almagro,Departamento,USD 1.064,67471.0,76,76.0,3 amb.,2.0,2.0,7,No,Sí,,-34.610540430428316,"-58,438335123208375",23/05/2025
A-496815,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,795.000,96156.0,35,35.0,2 amb.,1.0,1.0,11 años,No,Sí,,-34.56019655015725,-58.434929967426555,20/11/2024
A-479559,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,881.000,133539.0,46,46.0,2,1.0,1.0,8,No,Sí,,-34.60378828396778,-58.36858294487937,26/06/2025
A-170485,PH en alquiler en Boedo - 3 ambientes,Boedo,PH,987.000,,84,84.0,3,2.0,2.0,,Sí,No,,-34.63002598637816,-58.406492796045306,20/10/2024
A-237982,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,935.000,94304.0,57 m²,57.0,3,2.0,1.0,1,No,Sí,,-34.59560546374934,-58.39994593374058,11/04/2025
A-959964,PH en alquiler en Boedo - 3 ambientes,BOEDO,PH,$ 1,,70,70.0,3,,2.0,19,Sí,No,,-34.626955309349434,-58.40741460350095,28/09/2024
A-828053,PH en alquiler en Palermo - 3 ambientes,palermo,PH,1.053.000,,74 m²,74.0,3,2.0,,0,Sí,No,Pileta,-34.57917498188356,-58.42757649579958,22/05/2025
A-259790,Casa en alquiler en Nuñez - 3 ambientes,Nuñez,Casa,651.000,,60,60.0,3 amb.,2.0,2.0,53 años,Sí,No,,-34.53617465167488,-58.46987717655408,22/03/2025
A-651350,Departamento en alquiler en Recoleta - 4 ambientes,Recoleta,Departamento,1.085.000,107552.0,86 m²,86.0,4,3.0,2.0,0,No,Sí,,-34.59727661140771,-58.39010100546303,31/07/2024
A-723649,Departamento en alquiler en Flores - 5 ambientes,Flores,Departamento,1.013.000,119463.0,100 m²,100.0,5,4.0,3.0,,No,Sí,,-34.63669169076541,-58.452041024456705,08/04/2025
A-148149,PH en alquiler en Flores - 2 ambientes,Flores,PH,$ 619.000,,61 m²,61.0,2,1.0,1.0,38,No,No,Pileta,-34.626497655900344,-58.46557411604599,17/03/2024
A-509435,Departamento en alquiler en Boedo - 4 ambientes,Boedo,Departamento,$ 1,92567.0,97 m²,97.0,4,3.0,2.0,10,No,Sí,,-34.63915790687198,-58.39736176321422,01/02/2024
A-688405,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,Consultar,,60 m²,60.0,1,1.0,1.0,39,No,Sí,,-34.59726446839452,"-58,427521968491426",29/03/2025
A-285100,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.011.000,94446.0,82 m²,82.0,3 amb.,2.0,2.0,37,Sí,Sí,,-34.6392980074607,-58.368554071401746,30/08/2024
A-265454,PH en alquiler en Belgrano - 2 ambientes,BELGRANO,PH,694.000,,39 m²,39.0,2,1.0,1.0,12,Sí,No,,-34.56700274972645,-58.4766811303934,11/09/2024
A-294176,PH en alquiler en Palermo - 3 ambientes,Palermo,PH,1.366.000,,67,67.0,3,2.0,1.0,9,Sí,Sí,,-34.5872942539794,-58.40347572975688,13/07/2024
A-890613,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,852.000,48609.0,57,57.0,2 amb.,1.0,1.0,13,No,Sí,,-34.56593946961877,-58.482723650420084,22/10/2024
A-210258,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,845.000,58377.0,52 m²,52.0,1,,1.0,,No,Sí,,-34.556126833049724,-58.48585958592033,21/05/2024
A-694320,Departamento en alquiler en Boedo - 3 ambientes,Boedo,Departamento,$ 100,58845.0,79,79.0,3,2.0,1.0,24,No,Sí,,-34.606732980839965,-58.39406488942543,08/07/2024
A-800352,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,451.000,,36,36.0,2,1.0,1.0,15 años,Sí,Sí,,-34.583464200908146,-58.44044963412988,02/04/2025
A-222706,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,947.000,102947.0,49 m²,49.0,2 amb.,1.0,1.0,5,No,Sí,,-34.56352876330764,-58.452306592608586,24/06/2024
A-773157,Departamento en alquiler en Almagro - 6 ambientes,Almagro,Departamento,USD 791,,143 m²,,6 amb.,5.0,4.0,66,No,Sí,,-34.62934256438479,-58.40594754902857,17/01/2024
A-683528,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,$ 204.000,,29,29.0,1,1.0,1.0,33 años,Sí,Sí,,-34.632398954164486,-58.38614717787174,21/04/2024
A-520052,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,679.000,86622.0,29 m²,29.0,2,,1.0,,Sí,Sí,,-34.578272718686854,-58.389835621645986,23/05/2024
A-174230,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,547.000,40495.0,58,,3 amb.,2.0,1.0,2 años,No,Sí,,-34.64607183825193,-58.46820897942671,05/05/2024
A-318805,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,$ 1.274.000,164628.0,72 m²,,3,2.0,2.0,3 años,No,Sí,,"-34,54869189529441",-58.454061891977545,19/05/2025
A-387828,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,$ 655.000,117220.0,31,31.0,1 amb.,1.0,1.0,,No,Sí,,-34.582232696879835,-58.377641240504985,31/01/2024
A-952464,Departamento en alquiler en Recoleta - 3 ambientes,RECOLETA,Departamento,786.000,,54,,3,2.0,2.0,33,No,Sí,,-34.593529734480605,"-58,426009535027276",25/04/2024
A-666613,Departamento en alquiler en San Telmo - 1 ambientes,San Telmo,Departamento,359.000,21171.0,26 m²,26.0,1,,1.0,6,No,Sí,,-34.612484304513934,-58.35681244557297,04/03/2024
A-524088,PH en alquiler en Caballito - 2 ambientes,Caballito,PH,$ 1.173.000,,57 m²,57.0,2 amb.,,,0,Sí,Sí,,"-34,622925393875484",-58.44518975487895,06/06/2024
A-745733,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,1.081.000,82025.0,58 m²,58.0,2,,1.0,3 años,No,No,,-34.55084331614314,-58.449946300774634,16/07/2024
A-907157,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,1.067.000,96371.0,83,83.0,4 amb.,3.0,2.0,25,Sí,Sí,,-34.584927710241054,-58.48271635883126,02/04/2025
A-260232,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,$ 1.117.000,183488.0,55 m²,55.0,3,2.0,1.0,4,Sí,No,,-34.576239006574504,-58.40007688503891,08/02/2024
A-343031,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,1.986.000,276825.0,92,92.0,3,2.0,1.0,6,No,No,,-34.610625503210464,-58.45600267675038,01/07/2024
A-163647,Departamento en alquiler en Flores - 1 ambientes,Flores,Departamento,387.000,59787.0,34 m²,34.0,1,1.0,1.0,14 años,No,Sí,,-34.628653546192766,-58.44871058288871,13/01/2025
A-382665,Departamento en alquiler en Palermo - 6 ambientes,Palermo,Departamento,2.619.000,,119 m²,119.0,6 amb.,5.0,3.0,8,No,Sí,,-34.58079798853669,-58.42055397587006,17/02/2024
A-413877,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,420.000,,59,59.0,3,2.0,2.0,21,No,No,,-34.62609010592718,-58.45183675306759,27/06/2024
A-486672,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 100,88054.0,31,31.0,2,1.0,1.0,0,Sí,No,,-34.56422317078504,-58.45531143445361,23/01/2025
A-793326,Departamento en alquiler en Recoleta - 4 ambientes,Recoleta,Departamento,2.002.000,193382.0,64 m²,64.0,4,3.0,2.0,,No,Sí,,-34.61216742660368,-58.40532976062966,28/04/2024
A-586411,Departamento en alquiler en Boedo - 2 ambientes, Boedo ,Departamento,USD 364,67397.0,40,40.0,2,1.0,1.0,51,No,Sí,,-34.60217016106887,-58.417595304380534,09/05/2025
A-282866,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,545.000,35636.0,41 m²,41.0,3 amb.,2.0,2.0,12,No,No,,-34.56085039451709,-58.47353308207078,26/04/2024
A-939175,Casa en alquiler en Colegiales - 3 ambientes,Colegiales,Casa,2.054.000,,78 m²,78.0,3 amb.,2.0,2.0,25,Sí,Sí,,-34.55386333279457,-58.42121860857294,24/07/2025
A-590013,PH en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,PH,3.047.000,,152 m²,152.0,5 amb.,4.0,,24,Sí,Sí,,"-34,59730230391255",-58.48704564960405,11/07/2025
A-384312,PH en alquiler en Belgrano - 4 ambientes,Belgrano,PH,$ 884.543.046,,109,109.0,4,,2.0,35,Sí,Sí,Pileta,-34.59675805976387,-58.473276606085086,22/01/2024
A-139314,Departamento en alquiler en Villa Crespo - 4 ambientes, Villa Crespo ,Departamento,1.063.000,161446.0,64,64.0,4,,3.0,4,No,No,,-34.59962302030531,-58.41986460251067,10/08/2025
A-169997,PH en alquiler en Recoleta - 2 ambientes,Recoleta,PH,Consultar,,70,70.0,2,1.0,,6 años,Sí,No,,-34.568226131049755,-58.38542581670089,20/04/2024
A-185370,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,895.000,120420.0,42 m²,42.0,2 amb.,,1.0,,Sí,Sí,,-34.528469429724645,-58.46247486165872,26/03/2025
A-662784,Casa en alquiler en Belgrano - 3 ambientes,Belgrano,Casa,1.284.000,,62,62.0,3 amb.,2.0,1.0,3,No,Sí,Pileta,-34.56333047037513,"-58,47502550394346",02/07/2025
A-436162,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,475.000,,36,36.0,2,1.0,1.0,15,No,Sí,,-34.53983719442762,"-58,44605062127975",06/05/2025
A-292457,Departamento en alquiler en Caballito - 5 ambientes,caballito,Departamento,1.903.000,214972.0,111,111.0,5,4.0,2.0,3,No,Sí,,-34.6336926472803,"-58,450713279687314",24/06/2024
A-372369,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,445.000,42648.0,38 m²,38.0,1 amb.,1.0,1.0,8,No,No,,-34.61823080347912,-58.42056280560835,20/06/2025
A-182022,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,Consultar,79785.0,43,43.0,2,1.0,1.0,0,No,Sí,,-34.580005962198136,-58.47572565233404,04/01/2024
A-120415,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,862.000,93252.0,67 m²,67.0,3,2.0,1.0,30,No,Sí,,-34.60516795533994,-58.44133761205948,20/04/2024
A-927207,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,662.000,87750.0,54,,3,2.0,1.0,14,No,No,,-34.60883512786282,-58.49492395114102,20/06/2024
A-261668,PH en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,PH,3.047.000,,152,,5,4.0,3.0,24,Sí,Sí,,-34.59730230391255,-58.48704564960405,22/02/2024
A-737678,Departamento en alquiler en Boedo - 5 ambientes,Boedo,Departamento,998.000,,88 m²,88.0,5 amb.,4.0,2.0,1,No,Sí,,-34.626242891279354,-58.42169480569429,26/03/2025
A-766968,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,265.000,46917.0,36 m²,,1,1.0,1.0,,No,Sí,,-34.60846546370988,-58.43921352427295,07/02/2024
A-448625,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,1.281.000,,63,63.0,3,2.0,1.0,0,Sí,Sí,,-34.5895262739448,"-58,478771860674534",03/07/2024
A-404343,Departamento en alquiler en Flores - 4 ambientes,Flores,Departamento,732.000,42428.0,63 m²,63.0,4,3.0,2.0,4,No,Sí,,-34.62519191520298,-58.450931359267415,27/05/2025
A-281239,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,USD 620,6906200.0,37,37.0,2,1.0,1.0,18,No,No,,-34.599915157177115,-58.44682977838407,01/11/2024
A-697562,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,513.000,56349.0,38,38.0,2 amb.,1.0,,3,No,Sí,,-34.58079813194278,-58.50044220126425,11/07/2024
A-562770,Departamento en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,Departamento,1.319.000,,100 m²,,5,4.0,3.0,5,No,Sí,,-34.56783662642923,-58.48658343501497,05/10/2024
A-473780,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,$ 971.000,,70,70.0,3,2.0,1.0,17 años,No,Sí,,-34.60832770305832,-58.35631229057234,11/03/2024
A-559608,Departamento en alquiler en Nuñez - 4 ambientes,Nuñez,Departamento,$ 1.187.000,138097.0,57,,4,3.0,2.0,15,No,No,,-34.54680640567249,-58.470178872399636,03/05/2025
A-509345,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 530.000,,39 m²,39.0,2 amb.,1.0,1.0,6,No,Sí,,-34.544882081853096,-58.45836701409802,08/06/2024
A-511497,Departamento en alquiler en Boedo - 4 ambientes,Boedo,Departamento,1.129.000,,78 m²,78.0,4 amb.,3.0,2.0,2,No,No,,-34.598053049265744,-58.41104095411075,06/07/2024
A-560477,PH en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,PH,860.000,,40 m²,40.0,2,1.0,1.0,19,Sí,Sí,,-34.60725698551896,"-58,440383225864245",24/01/2025
A-488253,PH en alquiler en Colegiales - 3 ambientes,Colegiales,PH,973.000,,78 m²,78.0,3 amb.,2.0,1.0,1,Sí,No,Pileta,-34.587594522414165,-58.44345796646534,12/06/2025
A-205823,Departamento en alquiler en San Telmo - 1 ambientes,San Telmo,Departamento,Consultar,25433.0,20,20.0,1,1.0,1.0,,No,No,,-34.62865498406091,-58.36394569609927,24/01/2025
A-678210,PH en alquiler en Belgrano - 4 ambientes,Belgrano,PH,USD 2.224,,124,124.0,4 amb.,3.0,2.0,34,Sí,No,Pileta,-34.566252485547466,-58.465357136194896,12/07/2025
A-986149,Departamento en alquiler en Villa Crespo - 2 ambientes,VILLA CRESPO,Departamento,810.000,,49,49.0,2 amb.,1.0,1.0,6 años,No,No,,-34.59866612537246,-58.44234400646789,14/02/2024
A-617866,Casa en alquiler en Villa Urquiza - 3 ambientes, Villa Urquiza ,Casa,$ 1.582.000,,60 m²,60.0,3 amb.,2.0,1.0,7 años,Sí,No,,-34.58670830257449,-58.47168843032445,08/10/2024
A-139466,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,697.000,,62 m²,,3 amb.,2.0,2.0,8,No,No,,"-34,62144516399046",-58.43517873050144,31/03/2024
A-127331,Departamento en alquiler en Villa Urquiza - 5 ambientes,Villa Urquiza,Departamento,1.941.000,268635.0,88,,5,,3.0,,Sí,Sí,,"-34,56844216443754",-58.48408690716928,12/07/2025
A-363544,Departamento en alquiler en Nuñez - 4 ambientes,nuñez,Departamento,$ 938.000,,62 m²,62.0,4,3.0,2.0,28,No,Sí,,-34.54470374683337,-58.48655807491858,22/06/2024
A-519261,Departamento en alquiler en Boedo - 4 ambientes,boedo,Departamento,$ 1.119.000,107422.0,80,80.0,4,3.0,,6,No,No,,-34.64237533789527,-58.392242007092264,16/08/2025
A-622184,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,493.000,32759.0,38 m²,38.0,1,1.0,1.0,15,No,No,,"-34,57136139643408",-58.486553621636766,27/02/2025
A-420127,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,572.000,71880.0,39 m²,39.0,1 amb.,1.0,1.0,6,No,Sí,,-34.573435248641786,-58.48340482120689,13/02/2025
A-211654,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,576.000,89178.0,31,,1,1.0,1.0,9,No,No,,-34.56918884967316,-58.47049421742209,02/03/2024
A-272195,Departamento en alquiler en Flores - 4 ambientes,Flores,Departamento,1.108.000,177790.0,77,77.0,4 amb.,3.0,2.0,1,No,No,,-34.63782644383474,-58.483858521466246,19/05/2024
A-402039,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,336.000,57924.0,20,20.0,1 amb.,1.0,1.0,10,Sí,No,,-34.572920881882546,-58.39987934082913,14/11/2024
A-769207,Departamento en alquiler en San Telmo - 5 ambientes,San Telmo,Departamento,1.256.000,127810.0,101,101.0,5,4.0,,6,No,No,,-34.621589472671474,-58.36749836713389,24/03/2024
A-502196,PH en alquiler en Almagro - 3 ambientes,Almagro,PH,$ 1.484.000,,84 m²,84.0,3 amb.,2.0,1.0,15,Sí,No,Pileta,-34.59718402666329,-58.408732366375546,22/11/2024
A-496973,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,$ 1,,45,45.0,2,1.0,1.0,11,No,Sí,,-34.59884576317013,-58.42034103065538,14/04/2025
A-675381,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,$ 1,9312200.0,82 m²,82.0,3,2.0,1.0,27,No,Sí,,-34.60513270670998,-58.44355536640431,07/06/2024
A-218775,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.442.000,118456.0,86 m²,86.0,3 amb.,2.0,1.0,4,No,Sí,,-34.59364243131067,-58.387713263298906,16/03/2025
A-715431,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,226.000,37030.0,20 m²,20.0,1 amb.,1.0,1.0,11,No,Sí,,-34.617984919204545,-58.458837565642135,19/04/2024
A-246093,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,$ 999999999,,57 m²,57.0,3,2.0,2.0,58,No,Sí,,"-34,57217791114803",-58.45427709339214,13/07/2025
A-641248,Departamento en alquiler en Colegiales - 3 ambientes,colegiales,Departamento,1.478.000,224943.0,66,66.0,3 amb.,,1.0,13,Sí,Sí,,-34.58875033942854,-58.456455462100294,26/05/2024
A-299279,Departamento en alquiler en Caballito - 4 ambientes, Caballito ,Departamento,1.244.000,149260.0,80 m²,80.0,4 amb.,3.0,1.0,12,Sí,Sí,,-34.61752010722846,-58.43023311459072,14/08/2025
A-254950,Departamento en alquiler en Caballito - 7 ambientes,Caballito,Departamento,$ 2.121.000,141247.0,156 m²,156.0,7 amb.,6.0,5.0,2,No,Sí,,-34.63153048516489,-58.4388809119541,09/05/2025
A-923615,Departamento en alquiler en Colegiales - 8 ambientes,Colegiales,Departamento,4.041.000,219576.0,203,,8,,5.0,9,No,Sí,,-34.58899139068636,-58.43826244650641,04/05/2025
A-486099,Departamento en alquiler en Villa Crespo - 5 ambientes,Villa Crespo,Departamento,1.673.000,237880.0,96 m²,96.0,5,4.0,2.0,9,No,No,,"-34,59770875876532",-58.44530310166683,14/02/2025
A-158436,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.011.000,94446.0,82,82.0,3,2.0,2.0,37,Sí,Sí,,-34.6392980074607,-58.368554071401746,06/07/2024
A-528101,Departamento en alquiler en Recoleta - 4 ambientes,Recoleta,Departamento,USD 1.828,120681.0,86,86.0,4 amb.,3.0,2.0,4,No,Sí,,-34.58555607492729,-58.37322391862745,22/04/2024
A-673883,Departamento en alquiler en Villa Crespo - 7 ambientes,Villa Crespo,Departamento,USD 3.846,641282.0,157 m²,157.0,7,6.0,4.0,8,No,No,,-34.59358291417444,"-58,43406117320608",21/04/2024
A-721519,Departamento en alquiler en Flores - 2 ambientes,flores,Departamento,598.000,53872.0,44 m²,44.0,2 amb.,1.0,1.0,8,No,Sí,,-34.64085466743795,-58.47651562840012,10/05/2024
A-714676,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,USD 355,51454.0,47,47.0,2,1.0,1.0,59 años,No,No,,-34.61765209846302,-58.361658198361376,15/07/2024
A-257176,PH en alquiler en Colegiales - 3 ambientes,Colegiales,PH,1.747.000,,111 m²,111.0,3 amb.,2.0,1.0,43,Sí,No,,-34.5622391455805,"-58,47011908262027",18/08/2025
A-602197,Casa en alquiler en Belgrano - 6 ambientes,BELGRANO,Casa,4.451.000,,178 m²,178.0,6,5.0,4.0,5,Sí,No,Pileta,-34.55826291133071,-58.45364948290688,11/01/2024
A-474630,Departamento en alquiler en Palermo - 1 ambientes,Palermo,Departamento,603.000,39147.0,34,34.0,1,1.0,1.0,,No,Sí,,-34.56918273271284,-58.42288270133667,29/07/2024
A-334990,Departamento en alquiler en Recoleta - 1 ambientes,Recoleta,Departamento,586.000,,31,,1,1.0,1.0,34,No,Sí,,-34.575660610346745,-58.39146566009989,11/02/2025
A-989167,Departamento en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,Departamento,$ 1000,74154.0,37 m²,37.0,2,1.0,1.0,26,No,Sí,,-34.5720783812362,-58.49400350702546,22/04/2025
